label,id,base_id,sources,names,categories,confidence,websites,socials,emails,phones,brand,addresses,base_sources,base_names,base_categories,base_confidence,base_websites,base_socials,base_emails,base_phones,base_brand,base_addresses
1.0,1125899907949040,1125899908319925,"[{""dataset"":""Microsoft"",""record_id"":""1125899907949040"",""update_time"":""2016-10-11T14:24:10.117"",""confidence"":0.77}]","{""primary"":""PPG Paints - Louisville Paint Store""}","{""primary"":""paint_store"",""alternate"":[""retail""]}",0.77,"[""http://www.ppgpaints.com/store-locator/us/""]",,,"[""5022446879""]","{""names"":{}}","[{""freeform"":""12721 Shelbyville Rd"",""locality"":""Louisville"",""region"":""KY"",""country"":""US"",""postcode"":""40243""}]","[{""dataset"":""Microsoft"",""record_id"":""1125899908319925"",""update_time"":""2016-10-12T20:07:31.13"",""confidence"":0.77}]","{""primary"":""PPG Paints - Paint Store""}","{""primary"":""paint_store"",""alternate"":[""retail""]}",0.77,"[""http://www.ppgpaints.com/""]",,,"[""5022446879""]","{""names"":{}}","[{""freeform"":""12721 Shelbyville Rd"",""locality"":""Louisville"",""region"":""KY"",""country"":""US"",""postcode"":""40243""}]"
1.0,08f2ab1b6020118603b14863e93324f5,1407374883712810,"[{""property"":"""",""dataset"":""meta"",""record_id"":""370381586817889"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949961846630"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374883712810"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899912605552"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Laurel Eye Clinic""}","{""primary"":""optometrist"",""alternate"":[""eyewear_and_optician"",""eye_care_clinic""]}",0.9962614185921548,"[""http://www.laureleye.com/""]","[""https://www.facebook.com/370381586817889""]",,"[""+18146761651""]","{""names"":{""primary"":""Laurel Eye Clinic""}}","[{""freeform"":""2968 State Route 257"",""locality"":""Seneca"",""postcode"":""16346-2324"",""region"":""PA"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374883712810"",""update_time"":""2017-02-14T14:25:00.477"",""confidence"":0.77}]","{""primary"":""Laurel Eye Clinic""}","{""primary"":""ophthalmologist"",""alternate"":[""doctor"",""optometrist"",""eye_care_clinic"",""health_and_medical""]}",0.77,"[""http://www.laureleye.com/""]",,,"[""8146761651""]","{""names"":{}}","[{""freeform"":""2968 State Route 257"",""locality"":""Seneca"",""region"":""PA"",""country"":""US"",""postcode"":""16346""}]"
1.0,1125899908782151,1970324839751985,"[{""dataset"":""Microsoft"",""record_id"":""1125899908782151"",""update_time"":""2016-12-21T16:23:48.29"",""confidence"":0.77}]","{""primary"":""Diamond Metal Products Inc""}","{""primary"":""metal_fabricator"",""alternate"":[""metals"",""machine_shop"",""business_to_business""]}",0.77,"[""http://www.diamond-metal.com/""]",,,"[""7637578353""]","{""names"":{}}","[{""freeform"":""13815 Lincoln St NE"",""locality"":""Ham Lake"",""region"":""MN"",""country"":""US"",""postcode"":""55304""}]","[{""dataset"":""Microsoft"",""record_id"":""1970324839751985"",""update_time"":""2024-12-22T16:58:43.663"",""confidence"":0.77}]","{""primary"":""Diamond Metal Products Inc""}","{""primary"":""metal_fabricator"",""alternate"":[""metals"",""machine_shop"",""business_to_business""]}",0.77,"[""https://diamond-metal.com/""]",,,"[""7637578353""]","{""names"":{}}","[{""freeform"":""13815 Lincoln St NE"",""locality"":""Ham Lake"",""region"":""MN"",""country"":""US"",""postcode"":""55304""}]"
0.0,08f267450d3652110368946162fa347a,1407374888869590,"[{""property"":"""",""dataset"":""meta"",""record_id"":""175273536279010"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""UnityPoint Health - St. Luke's Behavioral Health Partial Hospitalization""}","{""primary"":""hospital"",""alternate"":[""counseling_and_mental_health""]}",0.9097222222222222,,"[""https://www.facebook.com/175273536279010""]",,"[""+13193698176""]",,"[{""freeform"":""810 1st Ave NE"",""postcode"":""52402"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374888869590"",""update_time"":""2022-06-08T11:33:52.64"",""confidence"":0.77}]","{""primary"":""UnityPoint Health - St. Luke's Therapy Plus - Downtown""}","{""primary"":""medical_center"",""alternate"":[""public_health_clinic"",""health_and_medical""]}",0.77,"[""https://www.unitypoint.org/cedarrapids/physical-therapy.aspx""]",,,"[""3193698107""]","{""names"":{}}","[{""freeform"":""830 1st Ave NE"",""locality"":""Cedar Rapids"",""region"":""IA"",""country"":""US"",""postcode"":""52402""}]"
0.0,1125899908913407,1688849863577529,"[{""dataset"":""Microsoft"",""record_id"":""1125899908913407"",""update_time"":""2024-04-29T19:38:54.4"",""confidence"":0.77}]","{""primary"":""American Red Cross of Northeast Ohio""}","{""primary"":""blood_and_plasma_donation_center"",""alternate"":[""organization"",""health_and_medical""]}",0.77,"[""https://www.redcross.org/local/ohio/northern-ohio/about-us/locations/northeast.html?CID=organic_bing_listings""]",,,"[""2164313010""]","{""names"":{}}","[{""freeform"":""3747 Euclid Ave"",""locality"":""Cleveland"",""region"":""OH"",""country"":""US"",""postcode"":""44115""}]","[{""dataset"":""Microsoft"",""record_id"":""1688849863577529"",""update_time"":""2019-09-20T14:30:12.173"",""confidence"":0.77}]","{""primary"":""American Red Cross Blood Donation Center""}","{""primary"":""blood_and_plasma_donation_center"",""alternate"":[""health_and_medical""]}",0.77,"[""https://www.redcrossblood.org/local-homepage/location/american-red-cross-donor-center-warzel.html?utm_source=GMBlisting&utm_medium=organic""]",,,"[""8007332767""]","{""names"":{}}","[{""freeform"":""3636 Euclid Ave"",""locality"":""Cleveland"",""region"":""OH"",""country"":""US"",""postcode"":""44115""}]"
0.0,08f444b4ec74662003629db7f1bdb9bd,08f444b4ec7560ab03d261dabe5a7c5e,"[{""property"":"""",""dataset"":""meta"",""record_id"":""108516714159752"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424934311872"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Campbell Fiat""}","{""primary"":""car_dealer"",""alternate"":[""automotive_repair"",""professional_services""]}",0.9918379237288135,"[""https://www.campbellcars.com/""]","[""https://www.facebook.com/108516714159752""]",,"[""+15013164400""]",,"[{""freeform"":""7800 Alcoa Rd"",""locality"":""Benton"",""postcode"":""72019-8535"",""region"":""AR"",""country"":""US""}]","[{""property"":"""",""dataset"":""msft"",""record_id"":""844424934311870"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949965958042"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949965956992"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Campbell CDJR Parts Department""}","{""primary"":""auto_restoration_services"",""alternate"":[""automotive""]}",0.77,"[""https://www.campbellcars.com/parts-accessories/""]",,,"[""5012859788""]",,"[{""freeform"":""7800 Alcoa Rd"",""locality"":""Benton"",""postcode"":""72019"",""region"":""AR"",""country"":""US""}]"
0.0,08f44caa5d64dba30330f2d30cb06491,562949954339868,"[{""property"":"""",""dataset"":""msft"",""record_id"":""1407374890889161"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890889160"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374888634749"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Ted Russell Lincoln Parts""}","{""primary"":""automotive""}",0.77,"[""https://www.tedrusselllincoln.net/orderparts.aspx""]",,,"[""8652527764""]",,"[{""freeform"":""8551 Kingston Pike"",""locality"":""Knoxville"",""postcode"":""37919"",""region"":""TN"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""562949954339868"",""update_time"":""2015-01-13T22:50:57.56"",""confidence"":0.77}]","{""primary"":""Ted Russell Ford Lincoln""}","{""primary"":""auto_body_shop"",""alternate"":[""used_car_dealer"",""automotive""]}",0.77,"[""http://www.tedrussellkingstonpike.com/""]",,,"[""8656937611""]","{""names"":{}}","[{""freeform"":""8551 Kingston Pike"",""locality"":""Knoxville"",""region"":""TN"",""country"":""US"",""postcode"":""37919""}]"
1.0,08f2696a808a282303fc994ae86a8957,1407374887511153,"[{""property"":"""",""dataset"":""meta"",""record_id"":""109987329065022"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374887511153"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Earth and Sky Acupuncture Clinic""}","{""primary"":""acupuncture"",""alternate"":[""naturopathic_holistic"",""medical_service_organizations""]}",0.9918379237288135,"[""http://www.earth-n-sky.com""]","[""https://www.facebook.com/109987329065022""]",,"[""+18015969998""]",,"[{""freeform"":""2627 E Parleys Way"",""locality"":""Salt Lake City"",""postcode"":""84109-1617"",""region"":""UT"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374887511153"",""update_time"":""2024-10-06T07:49:00.753"",""confidence"":0.77}]","{""primary"":""Earth and Sky Acupuncture""}","{""primary"":""home_health_care"",""alternate"":[""acupuncture"",""personal_care_service"",""health_and_medical""]}",0.77,"[""http://www.earth-n-sky.com/""]",,,"[""8015969998""]","{""names"":{}}","[{""freeform"":""2627 E Parleys Way"",""locality"":""Salt Lake City"",""region"":""UT"",""country"":""US"",""postcode"":""84109""}]"
1.0,281474978284403,844424934663344,"[{""dataset"":""Microsoft"",""record_id"":""281474978284403"",""update_time"":""2017-08-28T14:18:32.783"",""confidence"":0.77}]","{""primary"":""Goin' Postal""}","{""primary"":""courier_and_delivery_services"",""alternate"":[""shipping_center""]}",0.77,"[""https://www.goinpostal.com/locations/locator_store.php?storeID=GP403""]",,,"[""2568586500""]","{""names"":{}}","[{""freeform"":""5638 Highway 53"",""locality"":""Harvest"",""region"":""AL"",""country"":""US"",""postcode"":""35749""}]","[{""dataset"":""Microsoft"",""record_id"":""844424934663344"",""update_time"":""2024-12-21T15:26:23.92"",""confidence"":0.77}]","{""primary"":""Goin' Postal""}","{""primary"":""courier_and_delivery_services"",""alternate"":[""shipping_center""]}",0.77,"[""https://goinpostal.com/store/GP403.1""]",,,"[""2568586500""]","{""names"":{}}","[{""freeform"":""5638 AL-53, Ste B"",""locality"":""Harvest"",""region"":""AL"",""country"":""US"",""postcode"":""35749""}]"
1.0,1125899909844150,844424934445798,"[{""dataset"":""Microsoft"",""record_id"":""1125899909844150"",""update_time"":""2023-11-03T12:38:43.177"",""confidence"":0.77}]","{""primary"":""High Performance Alloys, Tipton Forge""}","{""primary"":""metal_fabricator"",""alternate"":[""water_supplier"",""metals"",""spring_supplier"",""utility_service"",""business_to_business""]}",0.77,"[""https://www.tiptonforge.com/""]",,,"[""7659459230""]","{""names"":{}}","[{""freeform"":""444 Wilson St"",""locality"":""Tipton"",""region"":""IN"",""country"":""US"",""postcode"":""46072""}]","[{""dataset"":""Microsoft"",""record_id"":""844424934445798"",""update_time"":""2023-09-18T17:20:38.363"",""confidence"":0.77}]","{""primary"":""High Performance Alloys, Inc.""}","{""primary"":""metal_fabricator"",""alternate"":[""water_supplier"",""metals"",""spring_supplier"",""utility_service"",""business_to_business""]}",0.77,"[""https://www.hpalloy.com/""]",,,"[""7659458230""]","{""names"":{}}","[{""freeform"":""444 Wilson St"",""locality"":""Tipton"",""region"":""IN"",""country"":""US"",""postcode"":""46072""}]"
1.0,08f481b4867658ec03b5f0816ebcd5d2,08f481b48676962103e39da84bd00475,"[{""property"":"""",""dataset"":""meta"",""record_id"":""111476263884548"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Centauro Automotriz""}","{""primary"":""car_dealer"",""alternate"":[""professional_services""]}",0.9544061302681992,"[""http://centauroautomotriz.sacom.mx""]","[""https://www.facebook.com/111476263884548""]",,"[""+526255820022""]",,"[{""freeform"":""Avenida Ignacio Vallarta 3700"",""postcode"":""31100"",""country"":""MX""}]","[{""property"":"""",""dataset"":""msft"",""record_id"":""844424934951061"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Centauro Automotriz Matriz""}","{""primary"":""used_car_dealer"",""alternate"":[""automotive""]}",0.77,"[""http://www.centauro-vw.com.mx/""]",,,"[""6144325600""]",,"[{""freeform"":""Av. Américas y Vallarta S/N"",""locality"":""Chihuahua"",""postcode"":""31160"",""region"":""Campeche"",""country"":""MX""}]"
1.0,08f2a306344e630a03c8cde6a1d20901,562949962897343,"[{""property"":"""",""dataset"":""meta"",""record_id"":""509004519159466"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949962897343"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899906942698"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""CVS Pharmacy""}","{""primary"":""pharmacy"",""alternate"":[""health_and_medical"",""shopping""]}",0.9962614185921548,"[""https://www.cvs.com/store-locator/cvs-pharmacy-address/700+Boston+Road+Town+Plaza+Route+3a-Billerica-MA-01821/storeid=183?WT.mc_id=LS_FACEBOOK_RX_183""]","[""https://www.facebook.com/509004519159466""]",,"[""+19786677666""]","{""names"":{""primary"":""CVS Health""}}","[{""freeform"":""700 Boston Rd"",""locality"":""Billerica"",""postcode"":""01821-5316"",""region"":""MA"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""562949962897343"",""update_time"":""2022-03-30T23:36:40.323"",""confidence"":0.77}]","{""primary"":""CVS Pharmacy""}","{""primary"":""online_shop"",""alternate"":[""pharmacy"",""drugstore"",""corporate_office"",""private_establishments_and_corporates"",""retail""]}",0.77,"[""http://locations.cvsrx.com/ma/billerica/-billerica-ma-183.html""]",,,"[""9786677666""]","{""names"":{}}","[{""freeform"":""700 Boston Road, Town Plaza"",""locality"":""Billerica"",""region"":""MA"",""country"":""US"",""postcode"":""01821""}]"
1.0,08f1f16b11524d6803dc65da4cfa7261,2251799818854053,"[{""property"":"""",""dataset"":""meta"",""record_id"":""1912832742322800"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""2251799818854053"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""persona service AG & Co. KG""}","{""primary"":""employment_agencies"",""alternate"":[""professional_services"",""contractor""]}",0.9877528662420382,,"[""https://www.facebook.com/1912832742322800""]",,"[""+495931885190""]","{""names"":{""primary"":""persona service AG & Co. KG""}}","[{""freeform"":""Arnold-Blanke-Straße 9"",""locality"":""Meppen"",""postcode"":""49716"",""country"":""DE""}]","[{""dataset"":""Microsoft"",""record_id"":""2251799818854053"",""update_time"":""2024-08-23T08:51:05.163"",""confidence"":0.77}]","{""primary"":""persona service AG & Co. KG""}","{""primary"":""temp_agency"",""alternate"":[""employment_agencies""]}",0.77,"[""https://www.persona.de/niederlassungen/niederlassung/meppen/""]",,,"[""05931885190""]","{""names"":{}}","[{""freeform"":""Arnold-Blanke-Str. 9"",""locality"":""Meppen"",""region"":""Lower Saxony"",""country"":""DE"",""postcode"":""49716""}]"
1.0,08f283466942daf203064fd59578b831,1688849865687472,"[{""property"":"""",""dataset"":""meta"",""record_id"":""107534683961006"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849865689004"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849865687472"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849865680380"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Bellini Bistro""}","{""primary"":""italian_restaurant"",""alternate"":[""bar""]}",0.9962614185921548,"[""http://www.bistrobellini.com/""]","[""https://www.facebook.com/107534683961006""]",,"[""+16503152999""]",,"[{""freeform"":""1465 Beach Park Blvd"",""locality"":""Foster City"",""postcode"":""94404-1986"",""region"":""CA"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1688849865687472"",""update_time"":""2023-07-18T02:05:50.383"",""confidence"":0.77}]","{""primary"":""Bellini Bistro""}","{""primary"":""food"",""alternate"":[""restaurant""]}",0.77,"[""http://www.bistrobellini.com/""]",,,"[""6503152999""]","{""names"":{}}","[{""freeform"":""1465 Beach Park Blvd"",""locality"":""Foster City"",""region"":""CA"",""country"":""US"",""postcode"":""94404""}]"
1.0,08f499eae5208b25038e8e993214f399,08f499eae521bd4e03b04e1fc5e2728d,"[{""property"":"""",""dataset"":""msft"",""record_id"":""844424934924834"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424933439030"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424933422070"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424933418881"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424933411868"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424933398254"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424933389250"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Modelorama""}","{""primary"":""convenience_store"",""alternate"":[""retail""]}",0.77,"[""https://www.modelorama.com.mx/""]",,,"[""8004663356""]",,"[{""freeform"":""Fray Andrs De Olmos 425 Col Hidalgo Cd Valle"",""locality"":""Ciudad Valles"",""postcode"":""79080"",""region"":""Campeche"",""country"":""MX""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""199874046551830"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Modelorama Np Mod Colonia Hidalgo""}","{""primary"":""liquor_store""}",0.9467515923566879,,"[""https://www.facebook.com/199874046551830""]",,"[""+528004663356""]","{""names"":{""primary"":""Modelorama""}}","[{""freeform"":""Fray Andrés de Olmos 425"",""locality"":""Ciudad Valles"",""postcode"":""79235"",""region"":""SLP"",""country"":""MX""}]"
1.0,08f29a1da04a008403e345c5563d5d6b,2251799813770171,"[{""property"":"""",""dataset"":""meta"",""record_id"":""123740647817734"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424930819187"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949956620844"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""2251799813770171"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Merced KinderCare""}","{""primary"":""preschool"",""alternate"":[""day_care_preschool"",""home_service""]}",0.9962614185921548,"[""https://www.kindercare.com/our-centers/west-covina/ca/300465?utm_campaign=kc-lg&utm_source=yext&utm_medium=pro&utm_content=fb&y_source=1_NTA3MjYyLTU1OS1sb2NhdGlvbi53ZWJzaXRl""]","[""https://www.facebook.com/123740647817734""]",,"[""+16269185608""]","{""names"":{""primary"":""KinderCare Learning Centers""}}","[{""freeform"":""830 W Merced Ave"",""locality"":""West Covina"",""postcode"":""91790-4901"",""region"":""CA"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""2251799813770171"",""update_time"":""2012-12-06T16:51:20.063"",""confidence"":0.77}]","{""primary"":""Merced KinderCare""}","{""primary"":""preschool"",""alternate"":[""child_care_and_day_care"",""school"",""education""]}",0.77,"[""http://www.kindercare.com/our-centers/center-details/300465/?CID=LOC_Bing_Biz_Listing_300465""]",,,"[""6269185608""]","{""names"":{}}","[{""freeform"":""830 W Merced Ave"",""locality"":""West Covina"",""region"":""CA"",""country"":""US"",""postcode"":""91790""}]"
0.0,08f1e0b38e10e5a403494b9a95a716b1,08f1e0b38e8d8562033e046da47fb65b,"[{""property"":"""",""dataset"":""meta"",""record_id"":""111271810622994"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Cabinet stomatologic Multident""}","{""primary"":""dentist""}",0.7927927927927928,,"[""https://www.facebook.com/111271810622994""]",,"[""+40740143670""]",,"[{""freeform"":""Bulevardul Nicolae Titulescu 33"",""locality"":""Cluj-Napoca"",""postcode"":""400407"",""country"":""RO""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""157470814328819"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Cabinet Stomatologic Dr. Moigrădan""}","{""primary"":""dentist"",""alternate"":[""health_and_medical""]}",0.48103896103896104,"[""http://www.moigradan.ro/""]","[""https://www.facebook.com/157470814328819""]",,"[""+40756804348""]",,"[{""freeform"":""Bulevardul Nicolae Titulescu 43"",""locality"":""Cluj-Napoca"",""postcode"":""400407"",""country"":""RO""}]"
1.0,08f2b9864918641603e350d0663441fa,562949964719137,"[{""property"":"""",""dataset"":""meta"",""record_id"":""1610506545832512"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949964719137"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949956300970"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""281474980390173"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""2251799821040865"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324839909604"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Sky Zone Whitby""}","{""primary"":""sports_and_recreation_venue"",""alternate"":[""amusement_park""]}",0.9523423423423424,"[""https://www.skyzone.com/ca-whitby""]","[""https://www.facebook.com/1610506545832512""]",,"[""+12892756502""]","{""names"":{""primary"":""Sky Zone""}}","[{""freeform"":""240 S Blair St"",""locality"":""Whitby"",""postcode"":""L1N 0G3"",""region"":""ON"",""country"":""CA""}]","[{""dataset"":""Microsoft"",""record_id"":""562949964719137"",""update_time"":""2024-12-18T21:56:14.547"",""confidence"":0.77}]","{""primary"":""Sky Zone Trampoline Park""}","{""primary"":""trampoline_park"",""alternate"":[""active_life""]}",0.77,"[""https://www.skyzone.com/ca-whitby""]",,,"[""2892756502""]","{""names"":{}}","[{""freeform"":""240 South Blair Street"",""locality"":""Whitby"",""region"":""ON"",""country"":""CA"",""postcode"":""L1N 0G3""}]"
0.0,1407374890756393,1407374890760818,"[{""dataset"":""Microsoft"",""record_id"":""1407374890756393"",""update_time"":""2024-12-24T07:29:54.627"",""confidence"":0.77}]","{""primary"":""Shell Recharge""}","{""primary"":""ev_charging_station"",""alternate"":[""b2b_energy_mining"",""automotive"",""business_to_business""]}",0.77,"[""https://ubitricity.com/en/driver/""]",,,"[""08000246279""]","{""names"":{}}","[{""freeform"":""24 Leinster Gardens"",""locality"":""London"",""region"":""Lnd"",""country"":""GB"",""postcode"":""W2 3ET""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374890760818"",""update_time"":""2024-12-29T21:33:30.05"",""confidence"":0.77}]","{""primary"":""Shell Recharge""}","{""primary"":""ev_charging_station"",""alternate"":[""b2b_energy_mining"",""automotive"",""business_to_business""]}",0.77,"[""https://ubitricity.com/en/driver/""]",,,"[""08000246279""]","{""names"":{}}","[{""freeform"":""21 Craven Hill"",""locality"":""London"",""region"":""Lnd"",""country"":""GB"",""postcode"":""W2 3EN""}]"
1.0,08f29a5498484496037471212e5b1e6b,1407374886675280,"[{""property"":"""",""dataset"":""meta"",""record_id"":""126197374122376"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""2251799813753778"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374889185330"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374886991031"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374886675280"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""San Sebastian""}","{""primary"":""accommodation"",""alternate"":[""landmark_and_historical_building"",""property_management""]}",0.9962614185921548,"[""https://www.livesansebastian.com/""]","[""https://www.facebook.com/126197374122376""]",,"[""+19495583892""]",,"[{""freeform"":""24299 Paseo de Valencia"",""locality"":""Laguna Woods"",""postcode"":""92637-3117"",""region"":""CA"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374886675280"",""update_time"":""2020-05-29T18:54:07.01"",""confidence"":0.77}]","{""primary"":""San Sebastian""}","{""primary"":""rental_services"",""alternate"":[""apartments"",""condominium"",""real_estate_service""]}",0.77,"[""https://livesansebastian.com/""]",,,"[""9495583892""]","{""names"":{}}","[{""freeform"":""24299 Paseo de Valencia"",""locality"":""Laguna Woods"",""region"":""CA"",""country"":""US"",""postcode"":""92637""}]"
1.0,1125899907255800,1125899907776165,"[{""dataset"":""Microsoft"",""record_id"":""1125899907255800"",""update_time"":""2014-06-10T23:02:55.727"",""confidence"":0.77}]","{""primary"":""The Home Depot""}","{""primary"":""home_improvement_store"",""alternate"":[""building_supply_store"",""retail""]}",0.77,"[""http://www.homedepot.com/l/Columbia/MO/Columbia/65202/3001""]",,,"[""5738141900""]","{""names"":{}}","[{""freeform"":""3215 Clark Ln"",""locality"":""Columbia"",""region"":""MO"",""country"":""US"",""postcode"":""65202""}]","[{""dataset"":""Microsoft"",""record_id"":""1125899907776165"",""update_time"":""2015-04-02T14:10:08.2"",""confidence"":0.77}]","{""primary"":""The Home Depot""}","{""primary"":""home_improvement_store"",""alternate"":[""building_supply_store"",""retail""]}",0.77,"[""""]",,,"[""5738141900""]","{""names"":{}}","[{""freeform"":""3215 Clark Ln"",""locality"":""Columbia"",""region"":""MO"",""country"":""US"",""postcode"":""65202""}]"
